Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions
Cancer,68979007,Xa0SM,,Heavy chain disease,,,
Cancer,277580004,Xa0SN,,Non-secretory myeloma,,,
Cancer,277587001,Xa0SV,,JCML - Juv chron myel leukaem,,,
Cancer,277589003,Xa0SX,,Atypic chron myeloid leukaemia,,,
Cancer,277601005,Xa0Sl,,M5a - Acute monoblast leukaem,,,
Cancer,277602003,Xa0Sm,,M7-Acute megakaryoblas leukaem,,,
Cancer,277604002,Xa0Sn,,Acute eosinophilic leukaemia,,,
Cancer,277605001,Xa0Sq,,Tumour lysis syndrome,,,
Cancer,277609007,Xa0Su,,"Hodgk dis, lympho predom-diff",,,
Cancer,277610002,Xa0Sv,,"Hodg dis,nod scler,lym predom",,,
Cancer,277611003,Xa0Sw,,"Hodg dis,nod scler,mix cell",,,
Cancer,277612005,Xa0Sx,,"Hodg dis,nod scler,syn variant",,,
Cancer,277614006,Xa0T0,,Prethy+thy T-cell lymphom/leuk,,,
Cancer,277615007,Xa0T1,,Low grade B-cell lymphoma,,,
Cancer,277616008,Xa0T2,,Diff low grade B-cell lymphoma,,,
Cancer,277617004,Xa0T3,,High grade B-cell lymphoma,,,
Cancer,277618009,Xa0T4,,Nodular malignant lymphoma,,,
Cancer,277619001,Xa0T5,,Prolymphoc leukaem B-cell type,,,
Cancer,277623009,Xa0T9,,Monocytoid B-cell lymphoma,,,
Cancer,277624003,Xa0TA,,Fol mal lymph-mix small+large,,,
Cancer,277626001,Xa0TE,,Diff high grade B-cell lymphom,,,
Cancer,277627005,Xa0TF,,Nod high grade B-cell lymphom,,,
Cancer,109969005,Xa0TG,,Diff non-Hodg large cell lymph,,,
Cancer,277628000,Xa0TH,,Diff mal lymphom-lar clea cell,,,
Cancer,277629008,Xa0TI,,Diff mal lymphom-larg noncleav,,,
Cancer,277632006,Xa0TM,,Diff mal lymphom-centro polym,,,
Cancer,277637000,Xa0TS,,(Ki-1+) lymphoma,,,
Cancer,277642008,Xa0TY,,Low grade T-cell lymphoma,,,
Cancer,277643003,Xa0TZ,,High grade T-cell lymphoma,,,
Cancer,413537009,Xa0Tk,,Angioimmunoblast T-cell lymph,,,
Cancer,414166008,Xa0To,,Malignant reticuloendothelios,,,
Cancer,277651000,Xa0Tr,,Peri T-cell lymp-pleom sm cell,,,
Cancer,277653002,Xa0Tt,,Peri T-cell lymp-pleo m/l cell,,,
Cancer,277654008,Xa0Tu,,EACTL - Ent-ass T-cell lymphom,,,
Cancer,277664004,Xa0U5,,Malignant lymphoma of testis,,,
Cancer,372016004,Xa0WG,,Prim malign tumour peritoneum,,,
Cancer,277782009,Xa0WH,,Malign perit local recurrence,,,
Cancer,278024000,Xa0ay,,Rhabdomyosarcoma of bladder,,,
Cancer,278042005,Xa0bJ,,Malignant teratoma mediastinum,,,
Cancer,278043000,Xa0bK,,Malignant seminoma mediastinum,,,
Cancer,278044006,Xa0bL,,Malignant neuroma mediastinum,,,
Cancer,278046008,Xa0bM,,Sarcoma of bladder,,,
Cancer,278050001,Xa0bQ,,Sarcoma of breast,,,
Cancer,278051002,Xa0bR,,Malign lymphoma thyroid gland,,,
Cancer,278052009,Xa0bS,,Malignant lymphoma of breast,,,
Cancer,278053004,Xa0bT,,Intraduct carcinoma of breast,,,
Cancer,278054005,Xa0bU,,Lobular carcinoma of breast,,,
Cancer,278055006,Xa0bV,,Malig Leydig cell tumor testis,,,
Cancer,278057003,Xa0bY,,Sertoli cell tumour of testis,,,
Cancer,278060005,Xa0bb,,Endometrioid carcinom prostate,,,
Cancer,278189009,Xa0eB,,Hypergranular promyl leukaemia,,,
Cancer,278433008,Xa0ik,,Malignant infiltra soft tissue,,,
Cancer,278453007,Xa0jn,,Acute biphenotypic leukaemia,,,
Cancer,278491007,Xa0ko,,Mixed seminoma teratoma testis,,,
Cancer,281562007,Xa1nZ,,Adrenal neuroblastoma,,,
Cancer,281563002,Xa1na,,Thoracic neuroblastoma,,,
Cancer,281564008,Xa1nb,,Pelvic neuroblastoma,,,
Cancer,281566005,Xa1ne,,Abdominothoracic neuroblastoma,,,
Cancer,372141009,Xa1oQ,,Carcinoma of vocal cord,,,
Cancer,281702006,Xa1qs,,Tibial adamantinoma,,,
Cancer,285307007,Xa34C,,Sq cell carcin skin upper lip,,,
Cancer,285308002,Xa34D,,Squ cell carcin skin lower lip,,,
Cancer,285310000,Xa34F,,Carcinoma of anal canal,,,
Cancer,285420006,Xa36a,,IgA myeloma,,,
Cancer,285421005,Xa36b,,IgG myeloma,,,
Cancer,285422003,Xa36c,,IgD myeloma,,,
Cancer,285598005,Xa39z,,"UKP-Metast trach, unkn primary",,,
Cancer,285603002,Xa3A4,,"UKP - Metast bronch, unkn prim",,,
Cancer,285604008,Xa3A5,,"UKP - Metast lung,unkn primary",,,
Cancer,285605009,Xa3A6,,"UKP - Metast pleura, unkn prim",,,
Cancer,285606005,Xa3A7,,"UKP - Metast heart, unkn prim",,,
Cancer,285607001,Xa3A8,,"UKP - Metast mediast,unkn prim",,,
Cancer,285608006,Xa3A9,,"UKP - Metast thymus, unkn prim",,,
Cancer,285609003,Xa3AA,,"UKP-Metas small intes,unk prim",,,
Cancer,285610008,Xa3AB,,"UKP-Metas larg intes,unkn prim",,,
Cancer,285611007,Xa3AC,,"UKP - Metast colon, unkn prim",,,
Cancer,285612000,Xa3AD,,"UKP - Metast rectum, unkn prim",,,
Cancer,285613005,Xa3AE,,"UKP - Metast liver, unkn prim",,,
Cancer,285614004,Xa3AF,,"UKP - Metast pancr, unkn prim",,,
Cancer,285615003,Xa3AG,,"UKP - Metast spleen, unkn prim",,,
Cancer,285616002,Xa3AH,,"UKP - Metast periton,unkn prim",,,
Cancer,285617006,Xa3AI,,"UKP-Metas retroperit,unkn prim",,,
Cancer,285618001,Xa3AJ,,"UKP - Metast to bone,unkn prim",,,
Cancer,285619009,Xa3AK,,"UKP-Metas verteb col,unkn prim",,,
Cancer,285631006,Xa3BF,,"UKP - Metastas skin, unkn prim",,,
Cancer,285633009,Xa3BG,,"UKP-Metast soft tiss,unkn prim",,,
Cancer,285634003,Xa3BH,,"UKP - Metast breast, unkn prim",,,
Cancer,285635002,Xa3BI,,"UKP - Metast uterus, unkn prim",,,
Cancer,285637005,Xa3BL,,"UKP - Metast ovary, unkn prim",,,
Cancer,285638000,Xa3BM,,"UKP - Metast vagina, unkn prim",,,
Cancer,285639008,Xa3BN,,"UKP - Metast kidney, unkn prim",,,
Cancer,285640005,Xa3BX,,"UKP - Metast bladder,unkn prim",,,
Cancer,285641009,Xa3BZ,,"UKP - Metast brain, unkn prim",,,
Cancer,285642002,Xa3Ba,,"UKP - Metast to eye, unkn prim",,,
Cancer,285643007,Xa3Bb,,"UKP - Metas adrenal, unkn prim",,,
Cancer,285644001,Xa3Bc,,"UKP-Metast lym node, unkn prim",,,
Cancer,285645000,Xa3Bd,,"UKP - Dissem malign, unkn prim",,,
Cancer,359631009,Xa3EW,,M0 - Acut myel leukaem - undif,,,
Cancer,359640008,Xa3Ea,,M1 - Acut myel leuk -no maturn,,,
Cancer,359648001,Xa3Ec,,M2 - Ac myel leuk with maturn,,,
Cancer,285769009,Xa3Ee,,M3V - Ac promy leuk hypogr var,,,
Cancer,285776004,Xa3En,,Intermed grade B-cell lymphom,,,
Cancer,285839005,Xa3HG,,M4Eo-Ac myelomono leuk-eos var,,,
Cancer,708921005,Xa3eK,,Ca breast - nipple/central,,,
Cancer,286899003,Xa3eR,,Carcinoma genital organs,,,
Cancer,430556008,Xa3eT,,Ca genital organs NOS,,,
Cancer,300988009,Xa7n9,,Transit cell carcinoma ureter,,,
Cancer,301756000,Xa84V,,Adenocarcinoma sigmoid colon,,,
Cancer,363363001,Xa97u,,Mal neop soft tiss shoulder,,,
Cancer,363364007,Xa97v,,Malig neop soft tissue of hip,,,
Cancer,94283001,Xa981,,Metastatic tum to epididymis,,,
Cancer,302837001,Xa99Y,,LMM - Lentigo maligna melanoma,,,
Cancer,302841002,Xa99l,,Malignant lymphoma-small cell,,,
Cancer,302845006,Xa99w,,"Nod mal lym, lympcyt-well diff",,,
Cancer,302848008,Xa99z,,"Nod mal lym, lympcyt-int diff",,,
Cancer,426336007,Xa9AA,,Plasmacytoma,,,
Cancer,443520009,Xa9Aa,,Fibrochondrosarcoma,,,
Cancer,447792005,Xa9Aa,,Fibrochondrosarcoma,,,
Cancer,303012000,Xa9EA,,Malig post wall hypopharynx,,,
Cancer,303017006,Xa9EH,,"Mal lymphoma,convol cell type",,,
Cancer,303055001,Xa9FC,,"Mal lymphoma,foll centre cell",,,
Cancer,303056000,Xa9FD,,"M lyoma,foll centr cell,cleav",,,
Cancer,303057009,Xa9FE,,"M lyoma,fol centr cell,non-cl",,,
Cancer,304545002,XaA0C,,Adenocarcinoma of ileum,,,
Cancer,307216009,XaB1b,,Perforated carcinom oesophagus,,,
Cancer,307219002,XaB1e,,Retroperitoneal sarcoma,,,
Cancer,307226002,XaB1p,,Metast adenocarc unknown orign,,,
Cancer,307341004,XaB47,,Atypical hairy cell leukaemia,,,
Cancer,307502000,XaB8h,,Squam cell carcinoma - mouth,,,
Cancer,307592006,XaBAm,,Basophilic leukaemia,,,
Cancer,721629005,XaBAo,,Leather-bottle stomach,,,
Cancer,369748008,XaBAo,,Leather-bottle stomach,,,
Cancer,373627005,XaBAp,,Bronchiolo-alveolar carcinoma,,,
Cancer,307601000,XaBAu,,Pseudomyxoma peritonei,,,
Cancer,307603002,XaBAw,,Malignant blue naevus of skin,,,
Cancer,307604008,XaBAx,,Mesoblastic nephroma,,,
Cancer,307608006,XaBB1,,Ewing's sarcoma of bone,,,
Cancer,307609003,XaBB2,,Adamantinoma of long bone,,,
Cancer,307617006,XaBBC,,Neutrophilic leukaemia,,,
Cancer,307622006,XaBBM,,Prolymphocytic lymphosarcoma,,,
Cancer,307623001,XaBBN,,Plasmacytic lymphoma,,,
Cancer,307624007,XaBBO,,"Germinoblastoma, diffuse",,,
Cancer,307625008,XaBBP,,"Malig lymphoma, centrocytic",,,
Cancer,307633009,XaBBZ,,"Hodg,lymphocyt depl,dif fib",,,
Cancer,307634003,XaBBb,,"Hodg dis,lymphocyt depl,retic",,,
Cancer,307635002,XaBBc,,"Hodg dis,nod scler,cell phase",,,
Cancer,307636001,XaBBd,,"Reticulolymphosarcoma, nodular",,,
Cancer,307637005,XaBBf,,"Germinoblastoma, follicular",,,
Cancer,307646004,XaBBo,,"Mal lymph,lymocyt,poor dif,nod",,,
Cancer,307647008,XaBBp,,"Germinoblastic sarc, follicul",,,
Cancer,307649006,XaBBr,,PCNSL - Primary CNS lymphoma,,,
Cancer,309245001,XaBmX,,Adenocarcinoma of uterus,,,
Cancer,310526005,XaCJU,,Malign tumour soft tissue back,,,
Cancer,312104005,XaDbr,,Cholangiocarcin biliary tract,,,
Cancer,312949007,XaE6L,,Retina pigment epith adeno,,,
Cancer,313353007,XaEJe,,Sq cell carc bronch lt lwr lob,,,
Cancer,313354001,XaEJf,,Sq cell carc bronch lt upp lob,,,
Cancer,313355000,XaEJg,,Sq cell carc bronch rt lwr lob,,,
Cancer,313356004,XaEJh,,Sq cell carc bronch rt mid lob,,,
Cancer,313357008,XaEJi,,Sq cell carc bronch rt upp lob,,,
Cancer,314191009,XaEfj,,Cystadenocarcinoma of ovary,,,
Cancer,314408000,XaF1E,,Leukaemic infiltrate choroid,,,
Cancer,314418005,XaF26,,Leukaemic infiltrate of retina,,,
Cancer,314951005,XaFr4,,Loc recur malign tumour tongue,,,
Cancer,314952003,XaFr5,,Loc recur malign tumr bucc cav,,,
Cancer,314953008,XaFr6,,Loc recurr malign tumr thyroid,,,
Cancer,314954002,XaFr7,,Loc recurr malign tumour lung,,,
Cancer,314955001,XaFr8,,Loc recur malign tumour breast,,,
Cancer,314960002,XaFrD,,Loc recur malign tumour oesoph,,,
Cancer,314961003,XaFrE,,Loc recurr malign tumr stomach,,,
Cancer,314962005,XaFrF,,Loc recur malign tumr gallblad,,,
Cancer,314963000,XaFrG,,Loc recurr malign tumour liver,,,
Cancer,314964006,XaFrH,,Loc recur malign tumr pancreas,,,
Cancer,314965007,XaFrI,,Loc recurr malign tumour colon,,,
Cancer,314966008,XaFrJ,,Loc recur malign tumour rectum,,,
Cancer,314967004,XaFrK,,Loc recur malign tumour kidney,,,
Cancer,314968009,XaFrL,,Loc recur malig tumour bladder,,,
Cancer,314969001,XaFrM,,Loc recur malign tumr prostate,,,
Cancer,314970000,XaFrN,,Loc recur malign tumour cervix,,,
Cancer,314973003,XaFrQ,,Local recur malign tumour bone,,,
Cancer,314974009,XaFrR,,Loc recur malig tumr soft tiss,,,
Cancer,314976006,XaFrT,,Loc recur malign melanoma skin,,,
Cancer,314987003,XaFrd,,Metast from malign melan skin,,,
Cancer,314988008,XaFre,,Metast from malign tumour skin,,,
Cancer,314989000,XaFrf,,Metst frm malig tumr soft tiss,,,
Cancer,314990009,XaFrg,,Metast from malign tumour bone,,,
Cancer,314991008,XaFrh,,Metast from malign tumr adrenl,,,
Cancer,314992001,XaFri,,Metast from malign tumr cervix,,,
Cancer,314993006,XaFrj,,Metast from malign tumr uterus,,,
Cancer,314994000,XaFrk,,Metast from malig tumr prostat,,,
Cancer,314995004,XaFrl,,Metast from malig tumr bladder,,,
Cancer,314996003,XaFrm,,Metast from malign tumr kidney,,,
Cancer,314997007,XaFrn,,Metast from malign tumr rectum,,,
Cancer,314998002,XaFro,,Metast from malign tumor colon,,,
Cancer,314999005,XaFrp,,Metast frm malig tumr pancreas,,,
Cancer,315000005,XaFrq,,Metast from malig tumour liver,,,
Cancer,315001009,XaFrr,,Metast frm malig tumr gallblad,,,
Cancer,315002002,XaFrs,,Metast from malig tumr stomach,,,
Cancer,315003007,XaFrt,,Metast frm malig tumour oesoph,,,
Cancer,315004001,XaFru,,Metast from malign tumr breast,,,
Cancer,315005000,XaFrv,,Metast frm malig tumr bronchus,,,
Cancer,315006004,XaFrw,,Metast from malign tumour lung,,,
Cancer,315007008,XaFrx,,Metast from malig tumr thyroid,,,
Cancer,315008003,XaFry,,Metast frm malig tumr bucc cav,,,
Cancer,315009006,XaFrz,,Metast from malign tumr tongue,,,
Cancer,315058005,XaFsw,,Lynch syndrome,,,
Cancer,716318002,XaFsw,,Lynch syndrome,,,
Cancer,445227008,XaYdL,,Juvenile myelomonocyt leukaem,,,
Cancer,813671000000107,XaYeq,,Sec ma ne liv intrahep bile du,,,
Cancer,444910004,XaYgm,,Mediast thym large B-cell lymp,,,
Cancer,449220000,XaYi5,,Diffuse follicle cent lymphoma,,,
Cancer,448212009,XaYiI,,Anapl large cell lymph ALK-neg,,,
Cancer,738770003,XaYiL,,Anapl large cell lymph ALK-pos,,,
Cancer,815011000000107,XaYiL,,Anapl large cell lymph ALK-pos,,,
Cancer,445406001,XaYiN,,Hepatosplenic T-cell lymphoma,,,
Cancer,445269007,XaYii,,Extra ma zone B ly mu lymph ti,,,
Cancer,847481000000109,XaYij,,Follicular lymphoma grade 1,,,
Cancer,847691000000108,XaYil,,Follicular lymphoma grade 3a,,,
Cancer,815121000000102,XaYil,,Follicular lymphoma grade 3a,,,
Cancer,847701000000108,XaYim,,Follicular lymphoma grade 3b,,,
Cancer,815131000000100,XaYim,,Follicular lymphoma grade 3b,,,
Cancer,404143002,XaYin,,Cutaneous follicle cent lymph,,,
Cancer,1091861000000100,XaYin,,Cutaneous follicle cent lymph,,,
Cancer,449386007,XaYis,,At chron myel leuk BCR/ABL neg,,,
Cancer,128826001,XaYis,,At chron myel leuk BCR/ABL neg,,,
Cancer,449108003,XaYj0,,Chron myeloge leuk BCR/ABL pos,,,
Cancer,128825002,XaYj0,,Chron myeloge leuk BCR/ABL pos,,,
Cancer,445448008,XaYj4,,Ac myel leuk multilineag dyspl,,,
Cancer,815361000000107,XaYj9,,Acut myeloid leuk 11q23 abnorm,,,
Cancer,128875000,XaYjI,,Prim cut CD30-pos T-cel prolif,,,
Cancer,404133000,XaYjf,,Subcut pannic-like T-cel lymph,,,
Cancer,445030005,XaYk0,,Blast plasmacyt dendrit cl neo,,,
Cancer,445105005,XaYk0,,Blast plasmacyt dendrit cl neo,,,
Cancer,847631000000107,XaZdF,,Follicular lymphoma grade 2,,,
Cancer,863741000000108,Xaa1N,,Clin stage A chron lymph leuk,,,
Cancer,863761000000109,Xaa1O,,Clin stage B chron lymph leuk,,,
Cancer,863781000000100,Xaa1P,,Clin stage C chron lymph leuk,,,
Cancer,956371000000109,XacIW,,Malignant melanoma stage IIA,,,
Cancer,956391000000108,XacIX,,Malignant melanoma stage IIB,,,
Cancer,956411000000108,XacIY,,Malignant melanoma stage IIC,,,
Cancer,956431000000100,XacIZ,,Malignant melanoma stage IIIA,,,
Cancer,956471000000103,XacIb,,Malignant melanoma stage IIIC,,,
Cancer,956511000000107,XacId,,Malignant melanoma stge IV M1a,,,
Cancer,956531000000104,XacIe,,Malignant melanoma stge IV M1b,,,
Cancer,956551000000106,XacIf,,Malignant melanoma stge IV M1c,,,
Cancer,236005001,Y30Vb,qof-cancer,Malignant ascites,,,
Cancer,236441006,Y31ga,qof-cancer,Acq renal cyst + neopl change,,,
Cancer,236740006,Y400V,qof-cancer,Tumour of seminal vesicle,,,
Cancer,30664006,Y41aT,qof-cancer,Multiple endoc neoplas type 1,,,
Cancer,713572001,Y71g3,qof-cancer,HIV+secondary cancers,,,
Cancer,461841000000107,Y7Gt5,qof-cancer,[M]No micr conf-tumor clin mal,,,
Cancer,253006001,Y7Gzi,qof-cancer,Somatostatinoma,,,
Cancer,254042000,Y7ISG,qof-cancer,Ayala's disease,,,
Cancer,254624009,Y7Iv8,qof-cancer,Tumour of lung parenchyma,,,
Cancer,443136000,Y7JcE,qof-cancer,Malig neop other skin of face,,,
Cancer,255127006,Y7Jxn,qof-cancer,Local tumour spread,,,
Cancer,188009001,YM0iW,qof-cancer,Malig neop soft tissue thorax,,,
Cancer,425111000000106,YMA89,qof-cancer,[X]Addtnl neoplsm classfn term,,,
Cancer,75934005,YMH0D,qof-cancer,Eosinophilic granulomatosis,,,
Cancer,277466009,Ya1bt,qof-cancer,Lymphoproliferative disorder,,,
Cancer,11888009,Ya1fr,qof-cancer,Hyperviscosity syndrome,,,
Cancer,446643000,Yav1q,qof-cancer,Sarcoma of dendritic cells,,,
Cancer,884601000000103,YawRp,qof-cancer,Bwl sco (flxi) scr: Ca detectd,,,
Cancer,956331000000107,YaxzH,qof-cancer,Malignant melanoma stage IA,,,
Cancer,956351000000100,YaxzI,qof-cancer,Malignant melanoma stage IB,,,
Cancer,956451000000107,YaxzN,qof-cancer,Malignant melanoma stage IIIB,,,
Chronic kidney disease,431855005,1Z10.00,,chronic kidney disease stage 1,,,
Chronic kidney disease,431856006,1Z11.00,,chronic kidney disease stage 2,,,
Chronic kidney disease,433144002,1Z12.00,,chronic kidney disease stage 3,,,
Chronic kidney disease,700378005,1Z15.00,,chronic kidney disease stage 3a,,,
Chronic kidney disease,700379002,1Z16.00,,chronic kidney disease stage 3b,,,
Chronic kidney disease,324121000000109,1Z17.00,,chronic kidney disease stage 1 with proteinuria,,,
Chronic kidney disease,324151000000104,1Z18.00,,chronic kidney disease stage 1 without proteinuria,,,
Chronic kidney disease,324181000000105,1Z19.00,,chronic kidney disease stage 2 with proteinuria,,,
Chronic kidney disease,324211000000106,1Z1A.00,,chronic kidney disease stage 2 without proteinuria,,,
Chronic kidney disease,324251000000105,1Z1B.00,,chronic kidney disease stage 3 with proteinuria,,,
Chronic kidney disease,324281000000104,1Z1C.00,,chronic kidney disease stage 3 without proteinuria,,,
Chronic kidney disease,324311000000101,1Z1D.00,,chronic kidney disease stage 3a with proteinuria,,,
Chronic kidney disease,324341000000100,1Z1E.00,,chronic kidney disease stage 3a without proteinuria,,,
Chronic kidney disease,324371000000106,1Z1F.00,,chronic kidney disease stage 3b with proteinuria,,,
Chronic kidney disease,324411000000105,1Z1G.00,,chronic kidney disease stage 3b without proteinuria,,,
Chronic kidney disease,324441000000106,1Z1H.00,,chronic kidney disease stage 4 with proteinuria,,,
Chronic kidney disease,324471000000100,1Z1J.00,,chronic kidney disease stage 4 without proteinuria,,,
Chronic kidney disease,324501000000107,1Z1K.00,,chronic kidney disease stage 5 with proteinuria,,,
Chronic kidney disease,324541000000105,1Z1L.00,,chronic kidney disease stage 5 without proteinuria,,,
Chronic kidney disease,167278006,4677,efi-ckd,Urine protein test = ++++,5,,
Chronic kidney disease,168140004,4I29.00,,peritoneal dialysis sample,,,
Chronic kidney disease,265763003,7L1A.11,,dialysis for renal failure,,,
Chronic kidney disease,265764009,7L1A.11,,dialysis for renal failure,,,
Chronic kidney disease,302497006,7L1A000,,renal dialysis,,,
Chronic kidney disease,71192002,7L1A100,,peritoneal dialysis,,,
Chronic kidney disease,428648006,7L1A400,,automated peritoneal dialysis,,,
Chronic kidney disease,238318009,7L1A500,,continuous ambulatory peritoneal dialysis,,,
Chronic kidney disease,180272001,7L1B.11,,placement ambulatory dialysis apparatus - compens renal fail,,,
Chronic kidney disease,180273006,7L1B100,,removal of ambulatory peritoneal dialysis catheter,,,
Chronic kidney disease,238317004,7L1B200,,flushing of peritoneal dialysis catheter,,,
Chronic kidney disease,180277007,7L1C000,,insertion of temporary peritoneal dialysis catheter,,,
Chronic kidney disease,427053002,7L1f000,,extracorporeal albumin haemodialysis,,,
Chronic kidney disease,182753006,8882,,intestinal dialysis,,,
Chronic kidney disease,127013003,C104.,efi-ckd,Diabetes mellitus: [with renal manifestatn] or [nephropathy],,,
Chronic kidney disease,421893009,C108011,mar-diabetes,type i diabetes mellitus with renal complications,,,
Chronic kidney disease,420279001,C109000,mar-diabetes,non-insulin-dependent diabetes mellitus with renal comps,,,
Chronic kidney disease,190388001,C1093,efi-ckd,Type II diabetes mellitus with multiple complications,,,
Chronic kidney disease,421986006,C10FL00,mar-diabetes,type 2 diabetes mellitus with persistent proteinuria,,,
Chronic kidney disease,267430007,C314.11,mar-diabetes,renal diabetes,,,
Chronic kidney disease,49708008,D215000,,anaemia secondary to chronic renal failure,,,
Chronic kidney disease,38481006,G22..00,mar-hypertension,hypertensive renal disease,,,
Chronic kidney disease,65443008,G220.00,mar-hypertension,malignant hypertensive renal disease,,,
Chronic kidney disease,193003,G221.00,mar-hypertension,benign hypertensive renal disease,,,
Chronic kidney disease,194774006,G222.00,mar-hypertension,hypertensive renal disease with renal failure,,,
Chronic kidney disease,86234004,G23..00,mar-hypertension,hypertensive heart and renal disease,,,
Chronic kidney disease,66610008,G230.00,mar-hypertension,malignant hypertensive heart and renal disease,,,
Chronic kidney disease,66052004,G231.00,mar-hypertension,benign hypertensive heart and renal disease,,,
Chronic kidney disease,194780003,G233.00,mar-hypertension,hypertensive heart and renal disease with renal failure,,,
Chronic kidney disease,194783001,G240000,mar-hypertension,secondary malignant renovascular hypertension,,,
Chronic kidney disease,73410007,G241000,mar-hypertension,secondary benign renovascular hypertension,,,
Chronic kidney disease,123799005,G24z000,mar-hypertension,secondary renovascular hypertension nos,,,
Chronic kidney disease,846461000000102,G72C.00,,ruptured aneurysm of dialysis vascular access,,,
Chronic kidney disease,853631000000103,Gy1..00,,stenosis of dialysis vascular access,,,
Chronic kidney disease,853651000000105,Gy2..00,,thrombosis of dialysis vascular access,,,
Chronic kidney disease,865761000000105,Gy3..00,,occlusion of dialysis vascular access,,,
Chronic kidney disease,865781000000101,Gy4..00,,infection of dialysis vascular access,,,
Chronic kidney disease,865801000000100,Gy5..00,,haemorrhage of dialysis vascular access,,,
Chronic kidney disease,197605007,K01x100,mar-diabetes,nephrotic syndrome in diabetes mellitus,,,
Chronic kidney disease,46177005,K05..00,,chronic renal failure,,,
Chronic kidney disease,709044004,K05..00,,chronic renal failure,,,
Chronic kidney disease,90688005,K05..00,,chronic renal failure,,,
Chronic kidney disease,431857002,K054.00,,chronic kidney disease stage 4,,,
Chronic kidney disease,433146000,K055.00,,chronic kidney disease stage 5,,,
Chronic kidney disease,236500003,K08yA00,mar-diabetes,proteinuric diabetic nephropathy,,,
Chronic kidney disease,236433006,K0E..00,,acute-on-chronic renal failure,,,
Chronic kidney disease,309426007,Kyu0300,mar-diabetes,[x]glomerular disorders in diabetes mellitus,,,
Chronic kidney disease,42399005,Kyu2100,,[x]other chronic renal failure,,,
Chronic kidney disease,204962002,PD13.,efi-ckd,Multicystic kidney,,,
Chronic kidney disease,737562008,PD13.,efi-ckd,Multicystic kidney,,,
Chronic kidney disease,29738008,R110.,efi-ckd,[D]Proteinuria,5,,
Chronic kidney disease,17778006,SP01500,,mechanical complication of dialysis catheter,,,
Chronic kidney disease,275274007,SP05613,,[x] peritoneal dialysis associated peritonitis,,,
Chronic kidney disease,275273001,SP05613,,[x] peritoneal dialysis associated peritonitis,,,
Chronic kidney disease,35688006,SP05613,,[x] peritoneal dialysis associated peritonitis,,,
Chronic kidney disease,465041000000100,SP05613,,[x] peritoneal dialysis associated peritonitis,,,
Chronic kidney disease,276883000,SP05613,,[x] peritoneal dialysis associated peritonitis,,,
Chronic kidney disease,699235009,SP06B00,,continuous ambulatory peritoneal dialysis associated perit,,,
Chronic kidney disease,33461007,SP0E.00,,disorders associated with peritoneal dialysis,,,
Chronic kidney disease,236539007,SP0F.00,,haemodialysis first use syndrome,,,
Chronic kidney disease,854161000000102,SP0G.00,,anaphylactoid reaction due to haemodialysis,,,
Chronic kidney disease,19765000,SP0H.00,,disorder associated with dialysis,,,
Chronic kidney disease,216878005,TA02000,,"accid cut,puncture,perf,h'ge - kidney dialysis",,,
Chronic kidney disease,216933008,TA22000,,failure of sterile precautions during kidney dialysis,,,
Chronic kidney disease,116223007,TB11.00,,"kidney dialysis with complication, without blame",,,
Chronic kidney disease,236499007,XaIyz,efi-ckd,Diabetes mellitus with persistent microalbuminuria,,,
Chronic kidney disease,420514000,XaIzM,efi-ckd,Type 1 diabetes mellitus with persistent proteinuria,,,
Chronic kidney disease,401110002,XaIzN,efi-ckd,Type 1 diabetes mellitus with persistent microalbuminuria,,,
Chronic kidney disease,420715001,XaIzR,efi-ckd,Type II diabetes mellitus with persistent microalbuminuria,,,
Chronic kidney disease,716891000000102,XaLFm,efi-ckd,Except chronic kidney disease qual indic: Patient unsuitable,,,
Chronic kidney disease,716881000000104,XaLFn,efi-ckd,Exc chronic kidney disease quality indicators: Inform dissen,,,
Chronic kidney disease,249171000000102,XaMGE,efi-ckd,Chronic kidney disease annual review,,,
Chronic kidney disease,472953006,XaXTz,efi-ckd,H/O: chronic kidney disease,,,
Chronic kidney disease,73211009,YMABT,qof-diabetes,[X]Unspec diab mel + ren compl,,,
Chronic kidney disease,225229003,Z91A.00,,peritoneal dialysis bag procedure,,,
Chronic kidney disease,108241001,ZVu3G00,,[x]other dialysis,,,
Chronic kidney disease,467521000000106,ZVu3G00,,[x]other dialysis,,,
Chronic kidney disease,270999004,,,Urine total protein measurement (procedure),,,Any abnormal result (>150mg/24hr if not specified in dataset)
Chronic kidney disease,1003291000000100,,,Urine total protein (observable entity),,,Any abnormal result (>150mg/24hr if not specified in dataset)
Chronic kidney disease,1028811000000100,,,Urine protein level (observable entity),,,Any abnormal result (>150mg/24hr if not specified in dataset)
Chronic kidney disease,57378007,,,Measurement of protein in urine (procedure),,,Any abnormal result (>150mg/24hr if not specified in dataset)
Chronic kidney disease,1028731000000100,,,Urine protein/creatinine ratio (observable entity),,,Any abnormal result (>50mg/mmol if not specified in dataset)
Chronic kidney disease,313500004,,,Urine protein/creatinine ratio measurement (procedure),,,Any abnormal result (>50mg/mmol if not specified in dataset)
Chronic kidney disease,1003301000000100,,,Urine albumin level (observable entity),,,Any abnormal result (>20mg/24hr if not specified in dataset)
